training_iter	round	epsilon	score	avg_loss_per_step	killed_self	avg_reward_per_step	invalid_actions_per_round	avg_invalid_actions_per_step	steps_survived
312152	2380	 0.0500	2	 0.1014	False	-0.0305	244	 0.6100	400
312181	2381	 0.0500	0	 0.0916	True	-0.0941	12	 0.4138	29
312200	2382	 0.0500	0	 0.0988	True	-0.1252	9	 0.4737	19
312601	2383	 0.0500	8	 0.1016	False	-0.0196	189	 0.4725	400
312817	2384	 0.0500	1	 0.1003	True	-0.0299	71	 0.3287	216
312895	2385	 0.0500	0	 0.0962	True	-0.0445	29	 0.3718	78
312923	2386	 0.0500	0	 0.0984	True	-0.0924	9	 0.3214	28
312929	2387	 0.0500	1	 0.0793	True	-0.3232	3	 0.5000	6
312956	2388	 0.0500	0	 0.0902	True	-0.0844	6	 0.2222	27
313109	2389	 0.0500	1	 0.0984	True	-0.0481	106	 0.6928	153
313202	2390	 0.0500	0	 0.0965	True	-0.0555	65	 0.6989	93
313314	2391	 0.0500	0	 0.0964	True	-0.0429	57	 0.5089	112
313366	2392	 0.0500	0	 0.0947	True	-0.0763	41	 0.7885	52
313377	2393	 0.0500	0	 0.1126	True	-0.2080	8	 0.7273	11
313435	2394	 0.0500	1	 0.1061	True	-0.0632	34	 0.5862	58
313493	2395	 0.0500	1	 0.0952	True	-0.0501	22	 0.3793	58
313632	2396	 0.0500	0	 0.0999	True	-0.0429	79	 0.5683	139
313895	2397	 0.0500	3	 0.1017	True	-0.0288	106	 0.4030	263
313930	2398	 0.0500	1	 0.1134	True	-0.0553	2	 0.0571	35
313983	2399	 0.0500	1	 0.1038	True	-0.0688	38	 0.7170	53
314384	2400	 0.0500	6	 0.1024	False	-0.0179	129	 0.3225	400
314485	2401	 0.0500	0	 0.1006	True	-0.0657	95	 0.9406	101
314886	2402	 0.0500	17	 0.1002	False	-0.0257	168	 0.4200	400
315031	2403	 0.0500	2	 0.0982	True	-0.0415	94	 0.6483	145
315432	2404	 0.0500	1	 0.1029	False	-0.0202	104	 0.2600	400
315525	2405	 0.0500	0	 0.1153	True	-0.0312	27	 0.2903	93
315626	2406	 0.0500	1	 0.1091	True	-0.0418	44	 0.4356	101
316027	2407	 0.0500	8	 0.1103	False	-0.0241	171	 0.4275	400
316049	2408	 0.0500	0	 0.1073	True	-0.1250	17	 0.7727	22
316450	2409	 0.0500	10	 0.1071	False	-0.0257	169	 0.4225	400
316611	2410	 0.0500	2	 0.1065	True	-0.0346	60	 0.3727	161
316618	2411	 0.0500	0	 0.1264	True	-0.3054	5	 0.7143	7
316833	2412	 0.0500	11	 0.1071	True	-0.0269	81	 0.3767	215
316859	2413	 0.0500	0	 0.0976	True	-0.0565	3	 0.1154	26
316925	2414	 0.0500	1	 0.0973	True	-0.0660	44	 0.6667	66
317326	2415	 0.0500	7	 0.1032	False	-0.0243	139	 0.3475	400
317411	2416	 0.0500	1	 0.0981	True	-0.0597	58	 0.6824	85
317478	2417	 0.0500	0	 0.1050	True	-0.0622	45	 0.6716	67
317699	2418	 0.0500	3	 0.1033	True	-0.0256	90	 0.4072	221
318004	2419	 0.0500	5	 0.1048	True	-0.0325	105	 0.3443	305
318159	2420	 0.0500	3	 0.1120	True	-0.0288	66	 0.4258	155
318560	2421	 0.0500	1	 0.1054	False	-0.0128	109	 0.2725	400
318584	2422	 0.0500	0	 0.1083	True	-0.0444	2	 0.0833	24
318985	2423	 0.0500	12	 0.1019	False	-0.0248	205	 0.5125	400
319157	2424	 0.0500	1	 0.1057	True	-0.0253	47	 0.2733	172
319343	2425	 0.0500	1	 0.1007	True	-0.0319	73	 0.3925	186
319372	2426	 0.0500	0	 0.1017	True	-0.0986	15	 0.5172	29
319414	2427	 0.0500	1	 0.1000	True	-0.0577	4	 0.0952	42
319500	2428	 0.0500	2	 0.1021	True	-0.0368	27	 0.3140	86
319647	2429	 0.0500	2	 0.1137	True	-0.0269	53	 0.3605	147
319758	2430	 0.0500	8	 0.1130	True	-0.0209	26	 0.2342	111
319835	2431	 0.0500	1	 0.1133	True	-0.0447	18	 0.2338	77
319931	2432	 0.0500	1	 0.1154	True	-0.0368	30	 0.3125	96
319960	2433	 0.0500	1	 0.0999	True	-0.0851	15	 0.5172	29
320044	2434	 0.0500	1	 0.1080	True	-0.0338	21	 0.2500	84
320197	2435	 0.0500	1	 0.1187	True	-0.0395	93	 0.6078	153
