training_iter	round	epsilon	score	avg_loss_per_step	killed_self	avg_reward_per_step	invalid_actions_per_round	avg_invalid_actions_per_step	steps_survived
619571	8108	 0.0500	0	 0.8357	True	-0.0877	21	 0.6000	35
619607	8109	 0.0500	0	 0.6391	True	-0.0822	20	 0.5556	36
619776	8110	 0.0500	0	 0.7022	True	-0.0453	106	 0.6272	169
619832	8111	 0.0500	0	 0.7505	True	-0.0723	35	 0.6250	56
619907	8112	 0.0500	0	 0.7578	True	-0.0691	58	 0.7733	75
619935	8113	 0.0500	0	 0.6266	True	-0.1021	24	 0.8571	28
619962	8114	 0.0500	0	 0.7585	True	-0.1044	18	 0.6667	27
620086	8115	 0.0500	0	 0.7205	True	-0.0594	106	 0.8548	124
620134	8116	 0.0500	0	 0.6994	True	-0.0708	24	 0.5000	48
620352	8117	 0.0500	0	 0.7219	True	-0.0497	170	 0.7798	218
620536	8118	 0.0500	0	 0.7078	True	-0.0493	129	 0.7011	184
620595	8119	 0.0500	0	 0.6287	True	-0.0657	37	 0.6271	59
620747	8120	 0.0500	0	 0.6273	True	-0.0437	79	 0.5197	152
620808	8121	 0.0500	0	 0.6659	True	-0.0730	48	 0.7869	61
620845	8122	 0.0500	0	 0.6829	True	-0.0811	18	 0.4865	37
620874	8123	 0.0500	0	 0.5612	True	-0.1035	21	 0.7241	29
620883	8124	 0.0500	0	 0.5910	True	-0.2333	7	 0.7778	9
620983	8125	 0.0500	0	 0.6001	True	-0.0443	45	 0.4500	100
621093	8126	 0.0500	0	 0.5973	True	-0.0563	85	 0.7727	110
621149	8127	 0.0500	0	 0.6708	True	-0.0693	37	 0.6607	56
621212	8128	 0.0500	0	 0.7311	True	-0.0689	46	 0.7302	63
621277	8129	 0.0500	0	 0.5765	True	-0.0732	55	 0.8462	65
621339	8130	 0.0500	0	 0.6473	True	-0.0319	10	 0.1613	62
621386	8131	 0.0500	0	 0.6991	True	-0.0791	41	 0.8723	47
621478	8132	 0.0500	0	 0.6526	True	-0.0574	58	 0.6304	92
621542	8133	 0.0500	0	 0.6616	True	-0.0645	45	 0.7031	64
621594	8134	 0.0500	0	 0.6692	True	-0.0671	24	 0.4615	52
621664	8135	 0.0500	0	 0.6885	True	-0.0664	55	 0.7857	70
621696	8136	 0.0500	0	 0.6832	True	-0.0938	23	 0.7188	32
621772	8137	 0.0500	0	 0.7020	True	-0.0624	52	 0.6842	76
621874	8138	 0.0500	0	 0.6489	True	-0.0553	78	 0.7647	102
622007	8139	 0.0500	0	 0.6864	True	-0.0555	109	 0.8195	133
622023	8140	 0.0500	0	 0.7073	True	-0.1394	6	 0.3750	16
622056	8141	 0.0500	0	 0.7440	True	-0.0955	28	 0.8485	33
622137	8142	 0.0500	0	 0.6532	True	-0.0678	74	 0.9136	81
622156	8143	 0.0500	0	 0.6050	True	-0.1337	15	 0.7895	19
622286	8144	 0.0500	0	 0.6796	True	-0.0528	84	 0.6462	130
622351	8145	 0.0500	0	 0.6926	True	-0.0695	44	 0.6769	65
622362	8146	 0.0500	0	 0.6625	True	-0.1791	7	 0.6364	11
622430	8147	 0.0500	0	 0.6559	True	-0.0646	46	 0.6765	68
622507	8148	 0.0500	0	 0.6544	True	-0.0614	52	 0.6753	77
622529	8149	 0.0500	0	 0.8366	True	-0.1186	19	 0.8636	22
622640	8150	 0.0500	0	 0.6791	True	-0.0582	78	 0.7027	111
622835	8151	 0.0500	0	 0.6545	True	-0.0405	96	 0.4923	195
622948	8152	 0.0500	0	 0.7225	True	-0.0481	53	 0.4690	113
623047	8153	 0.0500	0	 0.7675	True	-0.0559	66	 0.6667	99
623124	8154	 0.0500	0	 0.7164	True	-0.0622	46	 0.5974	77
623307	8155	 0.0500	0	 0.6641	True	-0.0532	142	 0.7760	183
623345	8156	 0.0500	0	 0.9155	True	-0.0842	27	 0.7105	38
623449	8157	 0.0500	0	 0.7120	True	-0.0546	64	 0.6154	104
623602	8158	 0.0500	0	 0.7114	True	-0.0480	86	 0.5621	153
623719	8159	 0.0500	0	 0.7483	True	-0.0495	54	 0.4615	117
623739	8160	 0.0500	0	 0.6372	True	-0.1315	14	 0.7000	20
623787	8161	 0.0500	0	 0.6751	True	-0.0802	42	 0.8750	48
623863	8162	 0.0500	0	 0.6868	True	-0.0598	55	 0.7237	76
624003	8163	 0.0500	0	 0.7012	True	-0.0518	108	 0.7714	140
624218	8164	 0.0500	1	 0.6692	True	-0.0426	138	 0.6419	215
624300	8165	 0.0500	0	 0.6974	True	-0.0612	59	 0.7195	82
624497	8166	 0.0500	1	 0.7204	True	-0.0461	130	 0.6599	197
624567	8167	 0.0500	0	 0.6676	True	-0.0557	40	 0.5714	70
624689	8168	 0.0500	0	 0.6327	True	-0.0602	89	 0.7295	122
624751	8169	 0.0500	0	 0.6064	True	-0.0685	40	 0.6452	62
624767	8170	 0.0500	0	 0.8360	True	-0.1562	14	 0.8750	16
624904	8171	 0.0500	0	 0.6653	True	-0.0628	132	 0.9635	137
625035	8172	 0.0500	0	 0.6877	True	-0.0586	108	 0.8244	131
625118	8173	 0.0500	0	 0.6688	True	-0.0622	66	 0.7952	83
625241	8174	 0.0500	0	 0.6391	True	-0.0589	90	 0.7317	123
625346	8175	 0.0500	0	 0.7222	True	-0.0587	84	 0.8000	105
625506	8176	 0.0500	0	 0.6951	True	-0.0556	137	 0.8562	160
625594	8177	 0.0500	0	 0.6425	True	-0.0752	76	 0.8636	88
625658	8178	 0.0500	0	 0.8947	True	-0.0645	35	 0.5469	64
625740	8179	 0.0500	0	 0.7071	True	-0.0630	56	 0.6829	82
625777	8180	 0.0500	0	 0.5845	True	-0.0800	23	 0.6216	37
625878	8181	 0.0500	0	 0.6967	True	-0.0576	64	 0.6337	101
625885	8182	 0.0500	0	 0.7034	True	-0.2429	2	 0.2857	7
