training_iter	round	epsilon	score	avg_loss_per_step	killed_self	avg_reward_per_step	invalid_actions_per_round	avg_invalid_actions_per_step	steps_survived
601374	4345	 0.0500	1	 0.2577	True	-0.4023	70	 0.4730	148
601585	4346	 0.0500	3	 0.1909	True	-0.3197	89	 0.4218	211
601736	4347	 0.0500	0	 0.2425	True	-0.4705	65	 0.4305	151
601799	4348	 0.0500	0	 0.1668	True	-0.6891	25	 0.3968	63
601945	4349	 0.0500	2	 0.2941	True	-0.4312	77	 0.5274	146
602031	4350	 0.0500	0	 0.2561	True	-0.6925	55	 0.6395	86
602068	4351	 0.0500	0	 0.2863	True	-1.2432	34	 0.9189	37
602282	4352	 0.0500	0	 0.2445	True	-0.3999	78	 0.3645	214
602627	4353	 0.0500	3	 0.2027	True	-0.3411	168	 0.4870	345
602816	4354	 0.0500	0	 0.2173	True	-0.4652	105	 0.5556	189
602883	4355	 0.0500	0	 0.3037	True	-0.6219	18	 0.2687	67
603284	4356	 0.0500	1	 0.2153	False	-0.1435	188	 0.4700	400
603685	4357	 0.0500	3	 0.2397	False	-0.0675	142	 0.3550	400
603721	4358	 0.0500	1	 0.1806	True	-0.9148	16	 0.4444	36
604122	4359	 0.0500	1	 0.2070	False	-0.2006	237	 0.5925	400
604166	4360	 0.0500	0	 0.2205	True	-0.9142	22	 0.5000	44
604557	4361	 0.0500	0	 0.2342	True	-0.3992	222	 0.5678	391
604790	4362	 0.0500	1	 0.2048	True	-0.3442	93	 0.3991	233
604827	4363	 0.0500	0	 0.2866	True	-0.9583	8	 0.2162	37
605228	4364	 0.0500	3	 0.2467	False	-0.1233	177	 0.4425	400
605574	4365	 0.0500	4	 0.1859	True	-0.2566	122	 0.3526	346
605661	4366	 0.0500	2	 0.1932	True	-0.3898	18	 0.2069	87
606062	4367	 0.0500	3	 0.2143	False	-0.0941	164	 0.4100	400
606463	4368	 0.0500	3	 0.2336	False	-0.0307	132	 0.3300	400
606470	4369	 0.0500	0	 0.0820	True	-4.1716	0	 0.0000	7
606517	4370	 0.0500	1	 0.1316	True	-0.7592	10	 0.2128	47
606570	4371	 0.0500	1	 0.2674	True	-0.7099	21	 0.3962	53
606638	4372	 0.0500	2	 0.1323	True	-0.6272	41	 0.6029	68
606746	4373	 0.0500	1	 0.3394	True	-0.5013	47	 0.4352	108
606943	4374	 0.0500	0	 0.2629	True	-0.4180	93	 0.4721	197
606972	4375	 0.0500	0	 0.2244	True	-1.4649	27	 0.9310	29
606977	4376	 0.0500	0	 0.1734	True	-6.1000	3	 0.6000	5
607308	4377	 0.0500	6	 0.2482	True	-0.2452	142	 0.4290	331
607325	4378	 0.0500	0	 0.4149	True	-2.0844	13	 0.7647	17
607495	4379	 0.0500	0	 0.2347	True	-0.4119	64	 0.3765	170
607629	4380	 0.0500	0	 0.2487	True	-0.5408	73	 0.5448	134
607648	4381	 0.0500	0	 0.0889	True	-1.6531	5	 0.2632	19
608015	4382	 0.0500	1	 0.2375	True	-0.3462	174	 0.4741	367
608269	4383	 0.0500	9	 0.2395	True	-0.0915	111	 0.4370	254
608670	4384	 0.0500	1	 0.2489	False	-0.1633	210	 0.5250	400
608716	4385	 0.0500	1	 0.2068	True	-0.7232	19	 0.4130	46
608987	4386	 0.0500	4	 0.2632	True	-0.3164	135	 0.4982	271
609169	4387	 0.0500	0	 0.1933	True	-0.3969	82	 0.4505	182
609407	4388	 0.0500	7	 0.2581	True	-0.2927	128	 0.5378	238
609744	4389	 0.0500	2	 0.2753	True	-0.3325	162	 0.4807	337
609869	4390	 0.0500	1	 0.1613	True	-0.4882	60	 0.4800	125
609887	4391	 0.0500	0	 0.1293	True	-1.7176	4	 0.2222	18
610019	4392	 0.0500	0	 0.2217	True	-0.6647	112	 0.8485	132
610052	4393	 0.0500	0	 0.2797	True	-1.1141	9	 0.2727	33
610115	4394	 0.0500	1	 0.3163	True	-0.6566	28	 0.4444	63
610121	4395	 0.0500	0	 0.4801	True	-5.2500	5	 0.8333	6
610284	4396	 0.0500	1	 0.1993	True	-0.4593	96	 0.5890	163
610424	4397	 0.0500	1	 0.1951	True	-0.4753	81	 0.5786	140
610503	4398	 0.0500	1	 0.1902	True	-0.4391	28	 0.3544	79
610541	4399	 0.0500	1	 0.2495	True	-0.7296	8	 0.2105	38
610594	4400	 0.0500	2	 0.1661	True	 0.0119	5	 0.0943	53
610662	4401	 0.0500	1	 0.3585	True	-0.6412	38	 0.5588	68
610687	4402	 0.0500	0	 0.3836	True	-1.5300	13	 0.5200	25
610787	4403	 0.0500	0	 0.2770	True	-0.3358	51	 0.5100	100
610856	4404	 0.0500	0	 0.2582	True	-0.7529	40	 0.5797	69
610900	4405	 0.0500	0	 0.3178	True	-0.8529	14	 0.3182	44
611047	4406	 0.0500	0	 0.2097	True	-0.4583	70	 0.4762	147
611129	4407	 0.0500	0	 0.2495	True	-0.6767	49	 0.5976	82
611274	4408	 0.0500	1	 0.2413	True	-0.3293	97	 0.6690	145
611370	4409	 0.0500	0	 0.2592	True	-0.5757	52	 0.5417	96
611494	4410	 0.0500	0	 0.2532	True	-0.5839	73	 0.5887	124
611803	4411	 0.0500	0	 0.2296	True	-0.3767	156	 0.5049	309
611950	4412	 0.0500	3	 0.1938	True	-0.3297	60	 0.4082	147
612111	4413	 0.0500	1	 0.2295	True	-0.3673	52	 0.3230	161
612318	4414	 0.0500	3	 0.1979	True	-0.3463	100	 0.4831	207
612679	4415	 0.0500	2	 0.2325	True	-0.3256	168	 0.4654	361
613015	4416	 0.0500	2	 0.2127	True	-0.2237	140	 0.4167	336
613043	4417	 0.0500	1	 0.0973	True	-1.1466	10	 0.3571	28
613077	4418	 0.0500	1	 0.1576	True	-0.8325	9	 0.2647	34
613392	4419	 0.0500	3	 0.2540	True	-0.3005	117	 0.3714	315
