training_iter	round	epsilon	score	avg_loss_per_step	killed_self	avg_reward_per_step	invalid_actions_per_round	avg_invalid_actions_per_step	steps_survived
531982	3068	 0.0500	11	 0.0075	False	-0.0094	52	 0.1300	400
532383	3069	 0.0500	13	 0.0079	False	-0.0136	96	 0.2400	400
532588	3070	 0.0500	8	 0.0071	True	-0.0157	20	 0.0976	205
532631	3071	 0.0500	0	 0.0074	True	-0.0600	21	 0.4884	43
532700	3072	 0.0500	1	 0.0082	True	-0.0356	5	 0.0725	69
532748	3073	 0.0500	1	 0.0079	True	-0.0429	7	 0.1458	48
533149	3074	 0.0500	7	 0.0081	False	-0.0134	85	 0.2125	400
533540	3075	 0.0500	1	 0.0074	True	-0.0233	110	 0.2813	391
533773	3076	 0.0500	6	 0.0071	True	-0.0105	22	 0.0944	233
534058	3077	 0.0500	3	 0.0065	True	-0.0215	83	 0.2912	285
534459	3078	 0.0500	18	 0.0070	False	-0.0072	32	 0.0800	400
534569	3079	 0.0500	5	 0.0067	True	-0.0242	28	 0.2545	110
534812	3080	 0.0500	5	 0.0080	True	-0.0311	57	 0.2346	243
535213	3081	 0.0500	14	 0.0071	False	-0.0102	61	 0.1525	400
535279	3082	 0.0500	3	 0.0072	True	-0.0164	4	 0.0606	66
535320	3083	 0.0500	1	 0.0092	True	-0.0420	5	 0.1220	41
535441	3084	 0.0500	7	 0.0077	True	-0.0224	16	 0.1322	121
535842	3085	 0.0500	14	 0.0082	False	-0.0183	94	 0.2350	400
535862	3086	 0.0500	2	 0.0091	True	-0.0666	5	 0.2500	20
536220	3087	 0.0500	13	 0.0084	True	-0.0171	59	 0.1648	358
536382	3088	 0.0500	11	 0.0103	True	-0.0227	60	 0.3704	162
536526	3089	 0.0500	0	 0.0084	True	-0.0294	36	 0.2500	144
536582	3090	 0.0500	1	 0.0081	True	-0.0370	17	 0.3036	56
536604	3091	 0.0500	1	 0.0116	True	-0.0545	3	 0.1364	22
536779	3092	 0.0500	1	 0.0078	True	-0.0269	31	 0.1771	175
536866	3093	 0.0500	0	 0.0072	True	-0.0375	14	 0.1609	87
537008	3094	 0.0500	3	 0.0082	True	-0.0237	28	 0.1972	142
537313	3095	 0.0500	7	 0.0068	True	-0.0255	70	 0.2295	305
537342	3096	 0.0500	0	 0.0105	True	-0.0465	4	 0.1379	29
537618	3097	 0.0500	16	 0.0075	True	-0.0202	46	 0.1667	276
537787	3098	 0.0500	1	 0.0080	True	-0.0226	18	 0.1065	169
538045	3099	 0.0500	2	 0.0079	True	-0.0268	97	 0.3760	258
538261	3100	 0.0500	7	 0.0074	True	-0.0209	26	 0.1204	216
538370	3101	 0.0500	4	 0.0071	True	-0.0204	20	 0.1835	109
538409	3102	 0.0500	0	 0.0071	True	-0.0547	9	 0.2308	39
538571	3103	 0.0500	0	 0.0076	True	-0.0432	97	 0.5988	162
538752	3104	 0.0500	6	 0.0082	True	-0.0375	86	 0.4751	181
539018	3105	 0.0500	15	 0.0085	True	-0.0248	69	 0.2594	266
539201	3106	 0.0500	6	 0.0076	True	-0.0302	54	 0.2951	183
539594	3107	 0.0500	17	 0.0078	False	-0.0204	104	 0.2653	392
539995	3108	 0.0500	12	 0.0085	False	-0.0173	87	 0.2175	400
540149	3109	 0.0500	10	 0.0088	True	-0.0138	42	 0.2727	154
540240	3110	 0.0500	10	 0.0089	True	-0.0350	24	 0.2637	91
540641	3111	 0.0500	11	 0.0090	False	-0.0284	150	 0.3750	400
540942	3112	 0.0500	5	 0.0078	True	-0.0331	108	 0.3588	301
541343	3113	 0.0500	13	 0.0074	False	-0.0257	118	 0.2950	400
541744	3114	 0.0500	13	 0.0072	False	-0.0278	145	 0.3625	400
541791	3115	 0.0500	1	 0.0068	True	-0.0261	4	 0.0851	47
542176	3116	 0.0500	17	 0.0072	True	-0.0236	108	 0.2805	385
542577	3117	 0.0500	18	 0.0068	False	-0.0176	107	 0.2675	400
542891	3118	 0.0500	12	 0.0076	True	-0.0253	71	 0.2261	314
543223	3119	 0.0500	8	 0.0076	True	-0.0278	99	 0.2982	332
543624	3120	 0.0500	18	 0.0083	False	-0.0204	136	 0.3400	400
544025	3121	 0.0500	14	 0.0082	False	-0.0221	101	 0.2525	400
544134	3122	 0.0500	2	 0.0087	True	-0.0164	23	 0.2110	109
544154	3123	 0.0500	1	 0.0077	True	-0.0295	2	 0.1000	20
544458	3124	 0.0500	5	 0.0083	True	-0.0360	171	 0.5625	304
544622	3125	 0.0500	7	 0.0072	True	-0.0281	70	 0.4268	164
544698	3126	 0.0500	2	 0.0081	True	-0.0394	14	 0.1842	76
544805	3127	 0.0500	0	 0.0076	True	-0.0332	29	 0.2710	107
545206	3128	 0.0500	19	 0.0076	False	-0.0182	133	 0.3325	400
545285	3129	 0.0500	1	 0.0087	True	-0.0498	21	 0.2658	79
545534	3130	 0.0500	12	 0.0090	True	-0.0331	78	 0.3133	249
545587	3131	 0.0500	1	 0.0079	True	-0.0185	7	 0.1321	53
545671	3132	 0.0500	7	 0.0075	True	-0.0183	15	 0.1786	84
545678	3133	 0.0500	0	 0.0073	True	-0.1700	2	 0.2857	7
545697	3134	 0.0500	0	 0.0085	True	-0.0804	2	 0.1053	19
545888	3135	 0.0500	9	 0.0082	True	-0.0222	61	 0.3194	191
545969	3136	 0.0500	5	 0.0084	True	-0.0340	23	 0.2840	81
546105	3137	 0.0500	12	 0.0089	True	-0.0282	45	 0.3309	136
546347	3138	 0.0500	6	 0.0090	True	-0.0265	72	 0.2975	242
546413	3139	 0.0500	1	 0.0093	True	-0.0465	35	 0.5303	66
546574	3140	 0.0500	1	 0.0084	True	-0.0353	45	 0.2795	161
546605	3141	 0.0500	1	 0.0091	True	-0.0364	3	 0.0968	31
